"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"1218";"+49 (371) 8143-0";"";"+49 (371) 8143-110";"";"";"";"";"";"";"Tim Comanns";"";"KARL MAYER MALIMO TEXTIL- MASCHINENFABRIK GMBH";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mauersbergerstraße 2<br />
09117 Chemnitz<br/>";"Mauersbergerstraße 2
09117 Chemnitz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Mauersbergerstraße 2";"9117";"Chemnitz";"DE";"";"";"";"ja";"";"Nicole Tietz";
"1219";"+49 (521) 40414-0";"";"+49 (521) 40414-10";"";"";"";"info@menzel.net";"";"";"Martin Mittendorf";"";"Karl Menzel Maschinenfabrik GmbH & Co";"";"";"http://www.menzel.net";"";"";"";"";"";"";"";"";"";"";"Friedrichsdorfer Straße 61<br />
33659 Bielefeld<br/>";"Friedrichsdorfer Straße 61
33659 Bielefeld";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Martin Mittendorf";"13.01.2015 17:25:03";"";"Friedrichsdorfer Straße 61";"33659";"Bielefeld";"DE";"";"";"";"nein";"";"Benno Löffler";
"1220";"+49 (4441) 99-0";"";"+49 (4441) 99-1026";"";"";"";"info@kk-om.de";"";"";"Tim Comanns";"";"Katholische Kliniken Oldenburger Münsterland";"";"";"";"";"";"";"";"";"";"";"";"";"";"Marienstraße 6-8<br />
49377 Vechta<br/>";"Marienstraße 6-8
49377 Vechta";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"gemeinnützige GmbH";"Marienstraße 6-8";"49377";"Vechta";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1221";"+49 (9081) 29002-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"KATHREIN Mobilcom Nördlingen GmbH";"# nicht ausgewählt #";"<100";"http://www.kathrein.de";"";"";"";"";"";"";"";"";"";"";"Nürnberger Straße 64<br />
86720 Nördlingen<br/>";"Nürnberger Straße 64
86720 Nördlingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:37";"Erik Müller";"28.08.2014 16:50:06";"";"Nürnberger Straße 64";"86720";"Nördlingen";"DE";"";"";"";"nein";"2009";"Lars Vollmer";
"1222";"+49 (3722) 6073-10";"";"";"";"";"";"";"";"";"Tim Comanns";"";"KATHREIN Sachsen GmbH";"";"";"http://www.kathrein-sachsen.de/index2.php";"";"";"";"";"";"";"";"";"";"";"Lindenstr. 3<br />
09241 Mühlau<br/>";"Lindenstr. 3
09241 Mühlau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Lindenstr. 3";"9241";"Mühlau";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1223";"+49 (8031) 184-0";"";"+49 (8031) 184-306";"";"";"";"";"";"";"Tim Comanns";"";"KATHREIN-Werke KG";"";"";"http://www.kathrein.de";"";"";"";"";"";"";"";"";"";"";"Anton-Kathrein-Straße 1-3<br />
83004 Rosenheim<br/>";"Anton-Kathrein-Straße 1-3
83004 Rosenheim";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"P.O. Box 100 444";"Anton-Kathrein-Straße 1-3";"83004";"Rosenheim";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1224";"+49 (2244) 9023 - 0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kdesign GmbH";"";"";"";"";"";"";"";"";"";"";"";"";"";"Eduard-Rhein-Straße 30<br />
53639 Königswinter<br/>";"Eduard-Rhein-Straße 30
53639 Königswinter";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Eduard-Rhein-Straße 30";"53639";"Königswinter";"DE";"Wettbewerbersperre b";"";"";"nein";"";"Nicole Tietz";
"1225";"+41 (52) 6741414";"";"+41 (52) 6741400";"";"";"";"";"";"";"Tim Comanns";"";"KEBO AG";"";"";"http://www.kebo.com/desktopdefault.aspx/tabid-3/";"";"";"";"";"";"";"";"";"";"";"Rundbuckstrasse 12<br />
8212 Neuhausen am Rheinfall<br />
Schweiz<br/>";"Rundbuckstrasse 12
8212 Neuhausen am Rheinfall
Schweiz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Rundbuckstrasse 12";"8212";"Neuhausen am Rheinfall";"CH";"";"";"";"nein";"";"Nicole Tietz";
"1226";"+49 (30) 21015377";"";"+49 (30) 21015379";"";"";"";"kontakt@keintzel-architekten.de";"";"";"Tim Comanns";"";"Keintzel Architekten";"";"";"http://www.keintzel-architekten.de";"";"";"";"";"";"";"";"";"";"";"Keithstraße 2-4<br />
10787 Berlin<br/>";"Keithstraße 2-4
10787 Berlin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Keithstraße 2-4";"10787";"Berlin";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1227";"+49 (5451) 85-0";"";"+49 (5451) 85-310";"";"";"";"info@keller-hcw.de";"";"";"Tim Comanns";"";"KELLER HCW GmbH";"";"";"http://www.keller-hcw.de";"";"";"";"";"";"";"";"";"";"";"Carl-Keller-Strasse 2-10<br />
49479 Ibbenbüren-Laggenbeck<br/>";"Carl-Keller-Strasse 2-10
49479 Ibbenbüren-Laggenbeck";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Carl-Keller-Strasse 2-10";"49479";"Ibbenbüren-Laggenbeck";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1228";"+41 (58) 2003000";"";"+41 (58) 2003011";"";"";"";"";"";"";"Tim Comanns";"";"Kellerhals RAe";"";"";"http://www.kellerhals.ch/de/home.html";"";"";"";"";"";"";"";"";"";"";"Hirschgässlein 11<br />
4010 Basel<br />
Schweiz<br/>";"Hirschgässlein 11
4010 Basel
Schweiz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vorstand V&S Swiss AG";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Hirschgässlein 11";"4010";"Basel";"CH";"";"";"";"nein";"";"Nicole Tietz";
"1229";"+49 (2053) 49 25 03";"";"";"";"";"+49 (172) 6 94 63 07";"";"";"";"Tim Comanns";"";"KEMNITZ - UNTERNEHMENSENTWICKLUNG Diplom Ökonom Martin Chris";"";"";"http://www.der-unternehmensentwickler.de";"";"";"";"";"";"";"";"";"";"";"Im Holz 53<br />
42553 Velbert<br/>";"Im Holz 53
42553 Velbert";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"Kemnitz";"Im Holz 53";"42553";"Velbert";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1230";"+49 (7721) 877-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kendrion (Villlingen) GmbH";"";"";"http://www.kendrion.com/de/group_services/";"";"";"";"";"";"";"";"";"";"";"Wilhelm-Binder-Straße 4-6<br />
78048 Villingen-Schwenningen<br/>";"Wilhelm-Binder-Straße 4-6
78048 Villingen-Schwenningen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Wilhelm-Binder-Straße 4-6";"78048";"Villingen-Schwenningen";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1231";"+49 (7721) 877-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kendrion Binder Magnete GmbH";"";"";"http://www.kendrion.com";"";"";"";"";"";"";"";"";"";"";"Mönchweilerstr. 1<br />
78048 Villingen Schwennigen<br/>";"Mönchweilerstr. 1
78048 Villingen Schwennigen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Mönchweilerstr. 1";"78048";"Villingen Schwennigen";"DE";"";"";"";"nein";"";"Benno Löffler";
"1232";"+49 (7433) 9933-0";"";"+49 (7433) 9933-149";"";"";"";"";"";"";"Markus Junginger";"";"KERN & SOHN GmbH";"# nicht ausgewählt #";"<100";"http://www.kern-sohn.com/";"";"";"";"";"";"";"";"";"";"";"Ziegelei 1<br />
72336 Balingen-Frommern<br/>";"Ziegelei 1
72336 Balingen-Frommern";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:37";"Beate Büder-Wendelborn";"07.07.2015 13:51:54";"";"Ziegelei 1";"72336";"Balingen-Frommern";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Andreas Simon";
"1233";"+49 (7422) 511-0";"";"+49 (7422) 511-70";"";"";"";"";"";"";"Tim Comanns";"";"Kern-Liebers";"";"";"http://www.kern-liebers.de/";"";"";"";"";"";"";"";"";"";"";"Dr.-Kurt-Steim Str. 35<br />
78713 Schramberg<br/>";"Dr.-Kurt-Steim Str. 35
78713 Schramberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Dr.-Kurt-Steim Str. 35";"78713";"Schramberg";"DE";"";"";"";"nein";"";"Benno Löffler";
"1234";"+49 (8151) 65980-0";"";"+49 (8151) 65980-29";"";"";"";"";"";"";"Tim Comanns";"";"KHD - Katzengruber Human Development Group GmbH";"";"";"http://www.khd-group.com";"";"";"";"";"";"";"";"";"";"";"Kreuzstraße 24<br />
82319 Starnberg<br/>";"Kreuzstraße 24
82319 Starnberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Kreuzstraße 24";"82319";"Starnberg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1236";"+49 (671) 852 - 0";"";"";"";"";"";"info@khs.com";"";"";"Tim Comanns";"";"KHS GmbH";"# nicht ausgewählt #";"<100";"http://www.khs.com/";"";"";"";"";"";"";"";"";"";"";"Juchostraße 20<br />
44143 Dortmund<br/>";"Juchostraße 20
44143 Dortmund";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Martin Akar";"04.09.2014 17:35:04";"";"Juchostraße 20";"44143";"Dortmund";"Deutschland";"";"";"";"ja";"0";"Martin Akar";
"1238";"+49 (2056) 15-0";"";"+49 (2056) 15-269";"";"";"";"";"";"";"Tim Comanns";"";"Kiekert AG";"";"";"http://www.kiekert.com/de/home.html";"";"";"";"";"";"";"";"";"";"";"Höseler Platz 2<br />
42579 Heiligenhaus<br/>";"Höseler Platz 2
42579 Heiligenhaus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"h) 1.000+";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Höseler Platz 2";"42579";"Heiligenhaus";"DE";"";"";"";"ja";"";"Lars Vollmer";
"1239";"+49 (711) 72 72 17 14";"";"+49 (711) 72 72 17 20";"";"";"";"weisskopf@kienbaum.de";"";"";"Tim Comanns";"";"Kienbaum Executive Consultants GmbH";"";"";"http://www.kienbaum.de";"";"";"";"";"";"";"";"";"";"";"Zettachring 8 A<br />
70567 Stuttgart<br/>";"Zettachring 8 A
70567 Stuttgart";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Zettachring 8 A";"70567";"Stuttgart";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1241";"+49 (30) 70179058";"";"+49 (30) 74767563";"";"";"";"info@kinderschutzengel.de";"";"";"Tim Comanns";"";"Kinderschutzengel e.V.";"";"";"http://www.kinderschutzengel.de";"";"";"";"";"";"";"";"";"";"";"Alt-Schönow 7b<br />
14165 Berlin<br/>";"Alt-Schönow 7b
14165 Berlin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100 Lindenhof
30 Herz
12 intensiv";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"co/ Schuke Berliner Orgelbauwerkstatt";"Alt-Schönow 7b";"14165";"Berlin";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1243";"+49 (3531) 702804";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kjellberg-Stiftung";"";"";"http://www.kjellberg.de/Ueber-uns/Kjellberg-Stiftung";"";"";"";"";"";"";"";"";"";"";"Schloßstrasse 6c<br />
03238 Finsterwalde<br/>";"Schloßstrasse 6c
03238 Finsterwalde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Schloßstrasse 6c";"3238";"Finsterwalde";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1244";"+49 (6471) 910-0";"";"+49 (6471) 910-2851";"";"";"";"";"";"";"Tim Comanns";"";"KLA-Tencor MIE GmbH";"";"";"http://www.kla-tencor.com/";"";"";"";"";"";"";"";"";"";"";"Kubacher Weg 4<br />
35781 Weilburg<br/>";"Kubacher Weg 4
35781 Weilburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Kubacher Weg 4";"35781";"Weilburg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1245";"+49 (651) 81060";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Türelemente Borne Handelsges. mbH";"# nicht ausgewählt #";"<100";"http://www.borne.de/wBorne_de/index.php";"";"";"";"";"";"";"";"";"";"";"Im Keitelsberg<br />
54311 Trierweiler<br/>";"Im Keitelsberg
54311 Trierweiler";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"früher: Klaus Borne Türenfabrik GmbH &amp; Co.";"Tim Comanns";"19.12.2013 15:19:38";"Nicole Tietz";"24.04.2017 16:11:42";"";"Im Keitelsberg";"54311";"Trierweiler";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1246";"+49 (7246) 944202";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Klaus Koetzner Unternehmensberatung";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Bronnwiesenstr. 3<br />
76316 Malsch<br/>";"Bronnwiesenstr. 3
76316 Malsch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Nicole Tietz";"25.03.2015 11:15:36";"";"Bronnwiesenstr. 3";"76316";"Malsch";"DE";"";"";"E-Kunde = ""nicht bearbeiten""";"nein";"0";"Nicole Tietz";
"1247";"+49 (7161) 206-0";"";"+49 (7161) 206-100";"";"";"";"";"";"";"Markus Junginger";"";"Kleemann GmbH";"# nicht ausgewählt #";"<100";"http://www.kleemann.info/de/";"";"";"";"";"";"";"";"";"";"";"Hildenbrandstraße 18<br />
73035 Göppingen<br/>";"Hildenbrandstraße 18
73035 Göppingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Azra Avdagic";"22.10.2015 13:45:18";"";"Hildenbrandstraße 18";"73035";"Göppingen";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"ja";"0";"Nicole Tietz";
"1248";"+49 (511) 54747-0";"";"+49 (511) 54747-11";"";"";"";"";"";"";"Tim Comanns";"";"Klein & Partner";"";"";"http://www.hsp-steuer.de/";"";"";"";"";"";"";"";"";"";"";"Hans-Böckler-Allee 26<br />
30173 Hannover<br/>";"Hans-Böckler-Allee 26
30173 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Hans-Böckler-Allee 26";"30173";"Hannover";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1249";"+49 (511) 288797-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"KLEIN Immobilien GmbH & Co. KG";"";"";"";"";"";"";"";"";"";"";"";"";"";"Leisewitzstraße 43<br />
30175 Hannover<br/>";"Leisewitzstraße 43
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maler: Frank Geb 8.5";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Leisewitzstraße 43";"30175";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1250";"+41 (44) 84216-16";"";"+41 (44) 84216-15";"";"";"";"";"";"";"Tim Comanns";"";"Klett Akademie AG";"";"";"http://www.klett-akademie.ch";"";"";"";"";"";"";"";"";"";"";"Althardstrasse 70<br />
8105 Regensdorf<br />
Schweiz<br/>";"Althardstrasse 70
8105 Regensdorf
Schweiz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"Geschäftsstelle Regensdorf";"Althardstrasse 70";"8105";"Regensdorf";"CH";"";"";"";"nein";"";"Nicole Tietz";
"1251";"+49 (38203) 96 - 0";"";"+49 (38203) 96 - 62";"";"";"";"";"";"";"Tim Comanns";"";"KLH Kältetechnik GmbH";"";"";"http://www.klh-kaeltetechnik.de";"";"";"";"";"";"";"";"";"";"";"Am Waldrand 10<br />
18209 Bad Doberan<br/>";"Am Waldrand 10
18209 Bad Doberan";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Am Waldrand 10";"18209";"Bad Doberan";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1252";"+49 (511) 96997-0";"";"+49 (511) 673794";"";"";"";"";"";"";"Tim Comanns";"";"KLING & FREITAG GmbH";"";"";"http://www.kling-freitag.de";"";"";"";"";"";"";"";"";"";"";"Junkerstr. 14<br />
30179 Hannover<br/>";"Junkerstr. 14
30179 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"Innovative Sound Systems";"Junkerstr. 14";"30179";"Hannover";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1253";"+49 (2192) 81-0";"";"+49 (2192) 81-200";"";"";"";"";"";"";"Michael Kasteleiner";"";"KLINGELNBERG GmbH";"# nicht ausgewählt #";"<100";"http://www.klingelnberg.com";"";"";"";"";"";"";"";"";"";"";"Peterstraße 45<br />
42499 Hückeswagen<br/>";"Peterstraße 45
42499 Hückeswagen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Azra Avdagic";"29.07.2015 13:59:29";"";"Peterstraße 45";"42499";"Hückeswagen";"DE";"";"";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"0";"Lars Vollmer";
"1255";"+49 (7463) 834 -0";"";"+49 (7463) 834 -186";"";"";"";"info@desma.biz";"";"";"Tim Comanns";"";"Klöckner DESMA Elastomertechnik GmbH";"# nicht ausgewählt #";"<100";"http://www.desma.biz";"";"";"";"";"";"";"";"";"";"";"An der Baera<br />
78567 Fridingen<br/>";"An der Baera
78567 Fridingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Anna Ljubomirska";"09.09.2014 16:05:00";"";"An der Baera";"78567";"Fridingen";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"ja";"0";"Lars Vollmer";
"1256";"+49 (4202) 990-0";"";"+49 (4202) 990-210";"";"";"";"";"";"";"Michael Kasteleiner";"";"Klöckner Desma Schuhmaschinen GmbH";"# nicht ausgewählt #";"<100";"http://www.desma.de/";"";"";"";"";"";"";"";"";"";"";"Desmastr. 3-5<br />
28832 Achim<br/>";"Desmastr. 3-5
28832 Achim";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Azra Avdagic";"27.05.2015 13:33:57";"";"Desmastr. 3-5";"28832";"Achim";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Michael Kasteleiner";
"1257";"+49 (209) 97095-0";"";"+49 (209) 97095-95";"";"";"";"";"";"";"Michael Kasteleiner";"";"Klostermann GmbH";"# nicht ausgewählt #";"<100";"http://www.klostermann-group.com/index.html";"";"";"";"";"";"";"";"";"";"";"Daimlerstr. 9<br />
45891 Gelsenkirchen<br/>";"Daimlerstr. 9
45891 Gelsenkirchen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"f) 200 bis 499";"Tim Comanns";"19.12.2013 15:19:38";"Beate Büder-Wendelborn";"15.07.2015 14:43:23";"";"Daimlerstr. 9";"45891";"Gelsenkirchen";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Lars Vollmer";
"1258";"+49 (8139) 80299 -0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ANDRITZ KMPT GmbH";"# nicht ausgewählt #";"200-350";"http://www.kmpt.com/";"";"";"";"";"";"";"";"";"";"";"Industriestr. 1-3<br />
85256 Vierkirchen<br/>";"Industriestr. 1-3
85256 Vierkirchen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"71";"Euro";"";"Tim Comanns";"19.12.2013 15:19:38";"Anna Ljubomirska";"14.10.2015 10:51:07";"";"Industriestr. 1-3";"85256";"Vierkirchen";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"0";"MAJ";
"1259";"+49 (202) 4794-0";"";"+49 (202) 475058";"";"";"";"";"";"";"Tim Comanns";"";"KNIPEX-Werk";"";"";"http://www.knipex.de";"";"";"";"";"";"";"";"";"";"";"Oberkamper Str. 13<br />
42349 Wuppertal<br/>";"Oberkamper Str. 13
42349 Wuppertal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"C. Gustav Putsch KG";"Oberkamper Str. 13";"42349";"Wuppertal";"DE";"";"";"";"ja";"";"Nicole Tietz";
"1260";"+49 (4321) 6090";"";"+49 (4321) 68900";"";"";"";"info@knuth.de";"";"";"Tim Comanns";"";"KNUTH WERKZEUGMASCHINEN GMBH";"";"";"http://www.knuth.de";"";"";"";"";"";"";"";"";"";"";"Schmalenbrook 14<br />
24647 Wasbek<br/>";"Schmalenbrook 14
24647 Wasbek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"";"Schmalenbrook 14";"24647";"Wasbek";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1261";"+49 (89) 716 72 00 22";"";"";"";"";"";"holger@koerber-weiterdenken.de";"";"";"Tim Comanns";"";"koerber weiterdenken";"";"";"http://koerber-weiterdenken.de";"";"";"";"";"";"";"";"";"";"";"Jäger-Schöttl-Strasse 11<br />
85635 Höhenkirchen<br/>";"Jäger-Schöttl-Strasse 11
85635 Höhenkirchen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:38";"Tim Comanns";"19.12.2013 15:19:38";"Innovations- und Denkwerkstatt";"Jäger-Schöttl-Strasse 11";"85635";"Höhenkirchen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1263";"+49 (511) 4509-0";"";"+49 (511) 4509-185";"";"";"";"";"";"";"Martin Mittendorf";"";"Komatsu Hanomag GmbH";"";"";"http://www.komatsu-kohag.com/";"";"";"";"";"";"";"";"";"";"";"Hanomagstr. 9 <br />
30449 Hannover<br/>";"Hanomagstr. 9 
30449 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:39";"Beate Büder-Wendelborn";"21.07.2016 16:07:17";"";"Hanomagstr. 9";"30449";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1264";"+49 (211) 7109-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Komatsu Mining Germany GmbH";"";"";"http://www.komatsu-mining.de/";"";"";"";"";"";"";"";"";"";"";"Buscherhofstr. 10<br />
40599 Düsseldorf<br/>";"Buscherhofstr. 10
40599 Düsseldorf";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"f) 200 bis 499";"Tim Comanns";"19.12.2013 15:19:39";"Tim Comanns";"19.12.2013 15:19:39";"";"Buscherhofstr. 10";"40599";"Düsseldorf";"DE";"";"";"";"ja";"";"Nicole Tietz";
